Entity1,Relation,Entity2
Painting,causes,framing
Writing,causes,publication
Framing,is a consequence of,painting
Publication,is a consequence of,writing
Reckless driving,is a behavior characterized by,disregard for traffic laws
Reckless driving,is a behavior characterized by,disregard for road safety
Safe driving,involves,adhering to traffic rules
Safe driving,involves,being mindful of road conditions
Safe driving,involves,exercising caution
Ticket,is a consequence of,violating traffic laws
Ticket,is a consequence of,causing accidents
John,is engaged in,painting
John,is engaged in,writing
John,will frame,picture
John,will publish,story
painting,is a consequence of,picture creation
framing,is a practice for,picture
writing,is a consequence of,story creation
publishing,is a practice for,story
picture,"is a work of art)
10. (story",is a written work
framing,enhances,picture
framing,preserves,picture
framing,"makes picture more presentable)
14. (publishing","shares, story"
publishing,gains recognition,writer
publishing,gains income,writer
painting,"is a creative activity)
18. (writing",is a literary activity
painting,"is a visual representation)
20. (writing",is a narrative
framing,"is a common practice in the art world)
22. (publishing",is a typical step in sharing written work
John,will frame,"picture, if John is painting"
John,will publish,"story, if John is writing"
painting,is mutually exclusive with,writing
framing,is associated with,painting
publishing,is associated with,writing
picture,is a context for,framing
story,is a context for,publishing
John,has a relationship with,picture
John,has a relationship with,story
John,has a relationship with,framing
John,has a relationship with,publishing
John,has a relationship with,writing
John,has a relationship with,painting
John,has a relationship with,context
John,has a relationship with,scenario
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,audience
John,has a relationship with,publication
John,has a relationship with,process
John,has a relationship with,outcome
John,has a relationship with,scenario
John,has a relationship with,context
John,has a relationship with,consequence
John,has a relationship with,outcome
John,has a relationship with,activity
John,has a relationship with,world
John,has a relationship with,information
John,has a relationship with,scenario
John,has a relationship with,context
John,plays,basketball
John,plays,video games
John,has,friends
John,has,friends who join him for basketball
John,has,a sibling
Sophia,has,a brother
Sophia,plays,video games
Sophia,has,a brother who joins her for video games
John,washes,car
John,takes,break
John,tidies,house
John,has,lunch
Tidying house,leads to,having lunch
Washing car,leads to,taking break
John,has,a sibling who joins him for an activity
Sophia,has,a brother who joins her for an activity
John,performs,break
John,performs,car
John,performs,house
John,performs,lunch
John,has,break
John,has,lunch
Mary,performs,dance
Mary,performs,family
John,performs,run
John,performs,friends
Emily,associated with,bus
bus,associated with,workplace
bus,guarantees,punctuality at workplace
Emily,associated with,train
train,associated with,college
train,allows for,attending college lectures
Emily,chooses between,bus and train
bus,causes,arriving on time at workplace
train,causes,attending college lectures
Emily,uses,bus
Emily,uses,train
workplace,is destination of,bus
college,is destination of,train
Emily,has classes at,college
Emily,has lectures at,college
Emily,works at,workplace
office,is part of,workplace
Emily,is a student at,college
Emily,is an employee at,workplace
Emily,associated with,bus
Emily,associated with,train
Emily,uses,bus
Emily,uses,train
Emily,is a student at,college
Emily,is an employee at,workplace
bus,associated with,workplace
bus,guarantees,punctuality at workplace
workplace,is destination of,bus
train,associated with,college
train,allows for,attending college lectures
college,is destination of,train
bus,causes,arriving on time at workplace
train,causes,attending college lectures
Emily,has classes at,college
Emily,has lectures at,college
Emily,works at,workplace
a),implies,"Kate won't read a book
14. statement (b"
a),implies,"Kate won't play a game
16. statement (b"
"a) is false
18. Kate",went to the park,statement (b
"a) is false and statement (b) is false
20. Kate",went to the park and then the library,statement (a
Sue,at,beach
Sue,at,park
Sue,choose,location
location,influence,Sue's choice
beach,has,sand
park,has,trees
park,has,bushes
beach,has,waves
beach,has,seagulls
park,has,birds
beach,has,seagulls
birds,make,birds chirping
Sue,hear,birds chirping
Sue,feel,sand
beach,cause,Sue to feel sand
Sue,engage in,activities
Sue,engage in,strolling in the park
Sue,engage in,going to the beach
Sue,experience,environment
Sue,experience,sensation
Sue,experience,typical experience
Sue,experience,context
Sue,has,options
options,influence,outcome
Sue,has,influence
Sue's choice,influence,outcome
Sue,influence,outcome
location,influence,Sue's choice
Sue,influence,location
Sue,has,factors
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sue,has,influence
Sue,has,factors
Sue,has,options
Sue,has,cases
Sue,has,outcome
Sophia,planted,tree
John,planted,bush
watering,implies,tree
pruning,implies,bush
Sophia,will water,tree
John,will prune,bush
tree,requires,watering
bush,requires,pruning
planting,leads to,watering
planting,leads to,pruning
watering,promotes,healthy growth
pruning,promotes,healthy growth
watering,is essential for,survival
pruning,is essential for,shape and size
Sophia,will make an effort,watering
John,will engage in,pruning
tree,requires consistent moisture,for growth
bush,requires,pruning for healthy growth
horticulture,involves,pruning
planting a tree,implies,responsibility of caring
planting a tree,implies,regular watering
planting a bush,implies,pruning
Sophia,has planted a tree,"implies, she will water the tree"
John,has planted a bush,"implies, he will prune the bush"
planting,has a cause-and-effect relationship with,caring actions
planting a tree,leads to,consistent supply of water
planting a bush,leads to,pruning
Sophia,has planted a tree,"implies, John will not prune the bush"
John,has planted a bush,"implies, statement ""he won't prune the bush"" is false"
Sophia,has planted a tree,"implies, statement ""she will water the tree regularly"" is true"
John,has planted a bush,"implies, statement ""she will water the tree regularly"" is true"
Sophia,has not planted a tree,"implies, statement ""she will water the tree regularly"" is false"
John,has not planted a bush,"implies, statement ""he will prune the bush"" is false"
Sophia,has planted a tree,"implies, statement ""he won't prune the bush"" is true"
John,has planted a bush,"implies, statement ""she will water the tree regularly"" is false"
Sophia,has planted a tree,"implies, statement ""he won't prune the bush"" is true"
John,has planted a bush,"implies, statement ""she will water the tree regularly"" is false"
Sophia,has planted a tree,"implies, statement ""he will prune the bush"" is false"
John,has planted a bush,"implies, statement ""she will water the tree regularly"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will prune the bush"" is true"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has not planted a tree,"implies, statement ""he will water the tree"" is false"
John,has not planted a bush,"implies, statement ""he will prune the bush"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
John,has planted a bush,"implies, statement ""he will water the tree"" is false"
Sophia,has planted a tree,"implies, statement ""he will water the tree"" is true"
Jill,visits,seaside
Jill,visits,park
Jill,chooses,seaside
Jill,chooses,park
Jill,will appreciate,sunset
Jill,will have,picnic
seaside,is associated with,sunset
park,is associated with,picnic
planting a tree,is associated with,watering
planting a bush,is associated with,pruning
Sophia,has planted,tree
John,has planted,bush
Sophia,will water,tree
John,will prune,bush
Jill,will enjoy,sunset
Jill,will not have,picnic
beach,is located at,sunset
park,is located at,picnic
Jill,has the opportunity to,appreciate the beauty of the setting sun
Jill,has the opportunity to,enjoy a delightful picnic
lecture,is a prerequisite for,understanding the material
lecture,is a prerequisite for,completing assignments
assignments,are a direct consequence of,attending the lecture
assignments,are a direct consequence of,understanding the material
picnic,"is a recreational activity)
12. (picnic","is associated with, having fun"
lecture,is associated with,completing assignments
lecture,is associated with,acquiring knowledge
John and Mary,will complete their assignments,if they attend the lecture
John and Mary,will have fun,if they go for a picnic
John and Mary,will not have fun,if they attend the lecture
John and Mary,will not complete their assignments,if they go for a picnic
John,attending,lecture
John,going for,picnic
Mary,attending,lecture
Mary,going for,picnic
John,completing,assignments
Mary,completing,assignments
John,having,fun
Mary,having,fun
lecture,is associated with,completing assignments
